id,Title,Country,Actor1,Actor2,Actor3,imdbRating,Genre1,Genre2,Genre3,Plot,Poster,Runtime,,,totalSeasons
67,Suits,USA,GabrielMacht,RickHoffman,SarahRafferty,8.5,Comedy,Drama,,On the run from a drug deal gone bad; brilliant college dropout Mike Ross; finds himself working with Harvey Specter; one of New York City's best lawyers.,https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,44,,,9
68,The Bridge,USA,DianeKruger,DemiÃ¡nBichir,ThomasM.Wright,7.6,Crime,Drama,Mystery,Two detectives work together to take down a serial killer operating on both sides of the Texas-Chihuahua border.,https://m.media-amazon.com/images/M/MV5BMTQyNjEzMjIyMV5BMl5BanBnXkFtZTgwMTg0NjYxMjE@._V1_SX300.jpg,43,,,2
69,Black Mirror,UK,DanielLapaine,HannahJohn-Kamen,MichaelaCoel,8.8,Drama,Sci-Fi,Thriller,An anthology series exploring a twisted; high-tech multiverse where humanity's greatest innovations and darkest instincts collide.,https://m.media-amazon.com/images/M/MV5BYTM3YWVhMDMtNjczMy00NGEyLWJhZDctYjNhMTRkNDE0ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,60,,,5
70,Luther,UK,IdrisElba,DermotCrowley,MichaelSmiley,8.5,Crime,Drama,Mystery,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,60,,,5
71,The Mentalist,USA,SimonBaker,RobinTunney,TimKang,8.1,Crime,Drama,Mystery,"A famous ""psychic"" outs himself as a fake; and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John""; the madman who killed his wife and daughter.",https://m.media-amazon.com/images/M/MV5BMTQ5OTgzOTczM15BMl5BanBnXkFtZTcwMDM2OTY4MQ@@._V1_SX300.jpg,43,,,7
72,Generation Kill,USA; UK,AlexanderSkarsgÃ¥rd,JamesRansone,LeeTergesen,8.5,Drama,War,,A Rolling Stone reporter; embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.,https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_SX300.jpg,70,,,1
73,Planet Earth,UK,DavidAttenborough,SigourneyWeaver,,9.4,Documentary,,,Emmy Award-winning; 11 episodes; five years in the making; the most expensive nature documentary series ever commissioned by the BBC; and the first to be filmed in high definition.,https://m.media-amazon.com/images/M/MV5BNmZlYzIzMTItY2EzYS00YTEyLTg0ZjEtMDMzZjM3ODdhN2UzXkEyXkFqcGdeQXVyNjI0MDg2NzE@._V1_SX300.jpg,538,,,1
74,The Lost Room,USA,PeterKrause,JuliannaMargulies,PeterJacobson,8.2,Action,Fantasy,Mystery,A detective investigates a mysterious motel room; which acts as a portal to an alternate universe.,https://m.media-amazon.com/images/M/MV5BOTIzODYzNzMtZTE1ZS00MWRkLThhMTUtYzU4N2M0MDExZTI0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,270,,,1
75,Doctor Who,UK; Canada,MattSmith,DavidTennant,PeterCapaldi,8.6,Adventure,Drama,Family,The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,https://m.media-amazon.com/images/M/MV5BZWJhYjFmZDEtNTVlYy00NGExLWJhZWItNTAxODY5YTc3MDFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,45,,,12
76,The Office,USA,RainnWilson,JohnKrasinski,JennaFischer,8.8,Comedy,,,A mockumentary on a group of typical office workers; where the workday consists of ego clashes; inappropriate behavior; and tedium.,https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,22,,,9
77,Supernatural,USA,JaredPadalecki,JensenAckles,MishaCollins,8.4,Drama,Fantasy,Horror,Two brothers follow their father's footsteps as hunters; fighting evil supernatural beings of many kinds; including monsters; demons and gods that roam the earth.,https://m.media-amazon.com/images/M/MV5BMTJhM2VhZDItMTk4OS00MTRjLTlmMDQtNzEyYmM0NDA0YjhjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,44,,,15
78,Deadwood,USA,TimothyOlyphant,IanMcShane,MollyParker,8.6,Crime,Drama,History,"A show set in the late 1800s; revolving around the characters of Deadwood; South Dakota, a town of deep corruption and crime.",https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_SX300.jpg,55,,,3
79,Amazing Stories,USA,CharlesDurning,DouglasSeale,LouisGiambalvo,7.4,Adventure,Comedy,Drama,Truly amazing; fantastical; funny; and odd; and sometimes scary; sad; and endearing stories are portrayed. Many famous actors; actresses; and directors made guest appearances.,https://m.media-amazon.com/images/M/MV5BYzBkMTEzZDktYmQyMS00ZDE5LWI5MWUtMGEwYzQ3ZjJhYjMxXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_SX300.jpg,30,,,2
80,Devs,USA,SonoyaMizuno,NickOfferman,JinHa,8.1,Drama,Mystery,Sci-Fi,A computer engineer investigates the secretive development division in her company; which she believes is behind the disappearance of her boyfriend.,https://m.media-amazon.com/images/M/MV5BNjFiMTYwNGYtZWUxZS00MjAzLTg2NzctNTc1NTI2MTRhYzc0XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,50,,,1
81,The New Pope,Italy; France; Spain; USA; UK,JudeLaw,JohnMalkovich,SilvioOrlando,8.2,Drama,,,Two Popes. Only one Vatican. A holy war to come.,https://m.media-amazon.com/images/M/MV5BZGQzZDk2NTgtNTRjMS00MDI0LWIwZWQtNDZjODZhOGI1YzliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,60,,,1
82,The Outsider,USA,BenMendelsohn,BillCamp,JeremyBobb,8.4,Crime,Drama,Mystery,Investigators are confounded over an unspeakable crime that's been committed.,https://m.media-amazon.com/images/M/MV5BNzgxOTc4ODctNDNhZC00M2UzLTgyYzgtM2Q2OTk3NmQ5NTljXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,60,,,1
83,Prodigal Son,USA,TomPayne,LouDiamondPhillips,HalstonSage,7.6,Crime,Drama,Mystery,Malcolm Bright; one of the best criminal psychologists around; uses his twisted genius to help the NYPD solve crimes.,https://m.media-amazon.com/images/M/MV5BMDU4MGRlYzctMzk5ZC00NWE0LWJhN2ItMWQ2OWJiODAyYmM3XkEyXkFqcGdeQXVyODU4NjY3NDA@._V1_SX300.jpg,44,,,1
84,Bard of Blood,India,EmraanHashmi,SobhitaDhulipala,JaideepAhlawat,7.4,Action,Adventure,Drama,"Political espionage thriller based on ""Bard of Blood;"" by Bilal Siddiqi.",https://m.media-amazon.com/images/M/MV5BNjAzZGI0MDctMTgyYi00NDgwLWFmMjgtNTIyMmZhN2FkM2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,45,,,1
85,Unbelievable,USA,KaitlynDever,ToniCollette,MerrittWever,8.5,Crime,Drama,,Based on the true story of Marie; a teenager who was charged with lying about having been raped; and the two female detectives who followed the path to the truth.,https://m.media-amazon.com/images/M/MV5BN2Q3OWQ1Y2UtN2E3OS00ODA2LWE1Y2EtYmY5OWMzNWYzMDZmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,385,,,1
86,Pose,USA,MjRodriguez,DominiqueJackson,IndyaMoore,8.6,Drama,,,"Pose is set in the world of 1987 and ""looks at the juxtaposition of several segments of life and society in New York: the rise of the luxury universe; the downtown social and literary scene and the ball culture world.""",https://m.media-amazon.com/images/M/MV5BMjQwMTQ0MTIxNl5BMl5BanBnXkFtZTgwMDYzNjYwODM@._V1_SX300.jpg,60,,,2
87,Killing Eve,USA; UK; Italy,SandraOh,JodieComer,FionaShaw,8.3,Action,Adventure,Drama,After a series of events; the lives of a security operative and an assassin become inextricably linked.,https://m.media-amazon.com/images/M/MV5BZDE0NTc0NjMtNDc2Mi00NTY2LWJiNTItNDBlOWQxMTM5ZmMyXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,42,,,4
88,Homecoming,USA,StephanJames,JuliaRoberts,BobbyCannavale,7.5,Drama,Thriller,,Heidi works at Homecoming; a facility helping soldiers transition to civilian life. Years later when the Department of Defense questions why she left; Heidi realizes there's a whole other story behind the one she's been telling herself.,https://m.media-amazon.com/images/M/MV5BMTZlZDM2YjAtYzdjNS00ZDQxLTgyZTQtYTY0ZDdlYWExMGMxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,30,,,2
89,Masum,Turkey,HalukBilginer,NurSÃ¼rer,AliAtay,8.6,Crime,Drama,Mystery,Cevdet (Haluk Bilginer); a retired commissioner; and his wife spend their pensions in peace on a farm away from the city. Suddenly the life of the family is destroyed by the sudden arrival of a terrible news from the little son.,https://m.media-amazon.com/images/M/MV5BOGViOWQxYTgtMTMzZC00MjQ1LWJjY2YtNWY5ZTYzNjk1MGQ2L2ltYWdlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,60,,,1
90,Harlots,UK; USA,LesleyManville,KateFleetwood,HolliDempsey,7.7,Drama,,,Brothel owner Margaret Wells struggles to raise her daughters in London during the 18th century.,https://m.media-amazon.com/images/M/MV5BMTY5MDgyMjY2M15BMl5BanBnXkFtZTgwMzAzNDQ4NTM@._V1_SX300.jpg,45,,,3
91,Mindhunter,USA,JonathanGroff,HoltMcCallany,AnnaTorv,8.6,Crime,Drama,Thriller,Set in the late 1970s; two FBI agents are tasked with interviewing serial killers to solve open cases.,https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,60,,,2
92,This Is Us,USA,MiloVentimiglia,MandyMoore,SterlingK.Brown,8.7,Comedy,Drama,Romance,A heartwarming and emotional story about a unique set of triplets; their struggles; and their wonderful parents.,https://m.media-amazon.com/images/M/MV5BMDM2YTMzMWMtNmFhZi00ZWY4LTk1ZmUtMWExNzg3NDZmMTY4XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,45,,,4
93,Channel Zero,USA,BrandonScott,MarinaStephensonKerr,AbigailPniowsky,7.2,Drama,Fantasy,Horror,An anthology series based on popular Internet Creepypastas Candle Cove; The No-End House; Butcher's Block; and The Dream Door.,https://m.media-amazon.com/images/M/MV5BMjExMTMxNjMwNl5BMl5BanBnXkFtZTgwNDA2OTYzNjM@._V1_SX300.jpg,44,,,4
94,The Exorcist,USA,AlfonsoHerrera,BenDaniels,KurtEgyiawan,8.1,Drama,Horror,Mystery,Follows three priests dealing with cases of a demonic presence targeting a family and a foster home.,https://m.media-amazon.com/images/M/MV5BMjEzNjI5Njg4MV5BMl5BanBnXkFtZTgwMjkwMjU2MzI@._V1_SX300.jpg,45,,,2
95,Sense8,USA,DoonaBae,JamieClayton,TinaDesai,8.3,Drama,Mystery,Sci-Fi,A group of people around the world are suddenly linked mentally; and must find a way to survive being hunted by those who see them as a threat to the world's order.,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg,60,,,2
96,BoJack Horseman,USA,WillArnett,AmySedaris,AlisonBrie,8.7,Animation,Comedy,Drama,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s; now he's washed up; living in Hollywood; complaining about everything; and wearing colorful sweaters.",https://m.media-amazon.com/images/M/MV5BYWQwMDNkM2MtODU4OS00OTY3LTgwOTItNjE2Yzc0MzRkMDllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,25,,,6
97,Friends,USA,JenniferAniston,CourteneyCox,LisaKudrow,8.9,Comedy,Romance,,Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,22,,,10
98,Mrs. Fletcher,USA,KathrynHahn,JacksonWhite,OwenTeague,6.9,Comedy,,,A single mom whose son has moved out for college looks to begin a new life on her own.,https://m.media-amazon.com/images/M/MV5BZTVlMDViYzItMGVhMS00YmQyLTg4ZTAtYjA4ZDZlY2RlNmExXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,31,,,1
99,The Newsroom,USA,JeffDaniels,EmilyMortimer,JohnGallagherJr.,8.6,Drama,,,A newsroom undergoes some changes in its workings and morals as a new team is brought in; bringing unexpected results for its existing news anchor.,https://m.media-amazon.com/images/M/MV5BZjg5OGU2OGMtNTM3ZC00YTEzLWFmZjMtOWQ3NGI5YjIzODJlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,55,,,3
100,Mad Men,USA,JonHamm,ElisabethMoss,VincentKartheiser,8.6,Drama,,,A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s; focusing on one of the firm's most mysterious but extremely talented ad executives; Donald Draper.,https://m.media-amazon.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_SX300.jpg,47,,,7
101,Arli$$,USA,RobertWuhl,SandraOh,JimTurner,7,Comedy,Sport,,Arliss Michaels is not a sports agent; he is a sports super agent. To his team of associates; the athletes he represents and the world around them; he is God. He is like Jerry Maguire; but ...,https://m.media-amazon.com/images/M/MV5BNzIxNzkwMDgyN15BMl5BanBnXkFtZTcwMDAxOTcxMQ@@._V1_SX300.jpg,30,,,7
102,Sex and the City,USA,SarahJessicaParker,KimCattrall,KristinDavis,7.1,Comedy,Drama,Romance,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the 1990s.,https://m.media-amazon.com/images/M/MV5BNGEyNDRjM2QtY2VlYy00OWRhLWI4N2UtZTM4NDc0MGM0YzBkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,30,,,6
103,Ballers,USA,DwayneJohnson,JohnDavidWashington,DonovanW.Carter,7.6,Comedy,Drama,Sport,A series centered around a group of football players and their families; friends and handlers.,https://m.media-amazon.com/images/M/MV5BYzM5NDRkNzItN2FkZC00ZjQyLTlmYzctYmNiNTA4YzIxYTg2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,30,,,5
104,Vice Principals,USA,DannyMcBride,WaltonGoggins,GeorgiaKing,8,Comedy,,,An over protective father is obsessed with becoming a principal and competes against the popular vice principal. However something happens that makes them work together to save the day.,https://m.media-amazon.com/images/M/MV5BMjQ2MjY0ODI4M15BMl5BanBnXkFtZTgwNTY3MjQyMzI@._V1_SX300.jpg,30,,,2
105,Rome,UK; USA,KevinMcKidd,RayStevenson,PollyWalker,8.7,Action,Drama,History,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,https://m.media-amazon.com/images/M/MV5BZTM4NjBkMWEtZDA4My00MzA0LWI0ZWMtNzUwYWVhOThiMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,52,,,2
106,Oz,USA,ErnieHudson,J.K.Simmons,LeeTergesen,8.7,Crime,Drama,Thriller,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,https://m.media-amazon.com/images/M/MV5BY2ZjNGZiZWUtMDM5ZS00NWUwLWEwZTItZjRmZGVkOTkzMmI4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,55,,,6
107,Girls,USA,LenaDunham,AllisonWilliams,JemimaKirke,7.3,Comedy,Drama,,A comedy about the experiences of a group of girls in their early 20s.,https://m.media-amazon.com/images/M/MV5BMTU1Mzk2ODEzN15BMl5BanBnXkFtZTgwNDQwMjAxMTI@._V1_SX300.jpg,28,,,6
108,The Pacific,USA; Australia,JamesBadgeDale,JosephMazzello,JonSeda,8.3,Action,Adventure,Drama,The Pacific Theatre of World War II; as seen through the eyes of several young Marines.,https://m.media-amazon.com/images/M/MV5BNmEwNmI1MjItNjNjYy00NDE5LWJiNTYtM2QxMTI5ZjllZTBhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,530,,,1
109,Veep,USA,JuliaLouis-Dreyfus,AnnaChlumsky,TonyHale,8.3,Comedy,,,Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@._V1_SX300.jpg,28,,,7
110,Barry,USA,BillHader,StephenRoot,SarahGoldberg,8.3,Action,Comedy,Crime,A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,https://m.media-amazon.com/images/M/MV5BMmY1NTk5N2QtYWQyOS00NjhiLWFhZmYtYWZmZGFlMjEzY2E2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg,30,,,2
111,The Corner,USA,T.K.Carter,KhandiAlexander,SeanNelson,8.6,Crime,Drama,,Chronicles West Baltimore family living in poverty on the front lines of America's drug war.,https://m.media-amazon.com/images/M/MV5BMTI3NzU0ODAwOF5BMl5BanBnXkFtZTYwMDcwOTk5._V1_SX300.jpg,376,,,1
112,Sex Education,UK,AsaButterfield,GillianAnderson,NcutiGatwa,8.3,Comedy,Drama,,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,https://m.media-amazon.com/images/M/MV5BZjgyMzFiMDgtNWNmMS00ZDEyLTkzYzgtMjMzZjk4YjhjZWUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,45,,,3
113,Bodyguard,UK,RichardMadden,SophieRundle,VincentFranklin,8.2,Crime,Drama,Thriller,A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.,https://m.media-amazon.com/images/M/MV5BOTQ2YmU5YWYtYTdhMS00YjdmLThlMWMtMWVkZGVmNTVhOWE0XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_SX300.jpg,60,,,1
114,Parks and Recreation,USA,AmyPoehler,NickOfferman,AubreyPlaza,8.6,Comedy,,,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,https://m.media-amazon.com/images/M/MV5BMjA5MjUxNDgwNF5BMl5BanBnXkFtZTgwMDI5NjMwNDE@._V1_SX300.jpg,22,,,7
115,DC's Legends of Tomorrow,USA,BrandonRouth,CaityLotz,AmyLouisePemberton,6.8,Action,Adventure,Drama,Time-travelling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth; but all of time.,https://m.media-amazon.com/images/M/MV5BMTc1NTA2YWMtOTc1ZC00ZDk0LThmZDktODhhZjZiMjdkYmNkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,42,,,6
116,The Magicians,USA,StellaMaeve,HaleAppleman,ArjunGupta,7.6,Drama,Fantasy,Mystery,After being recruited to a secretive academy; a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined.,https://m.media-amazon.com/images/M/MV5BYTU3ZWRmNDktMDQ0My00OGQzLTkzMzktOTVjZjUzMzVmNjNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,60,,,5
117,The End of the F***ing World,UK,JessicaBarden,AlexLawther,SteveOram,8.1,Adventure,Comedy,Crime,James is 17 and is pretty sure he is a psychopath. Alyssa; also 17; is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.,https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,25,,,2
118,Collateral,UK; USA,CareyMulligan,JeanySpark,NicolaWalker,6.8,Crime,Drama,Mystery,London detectives investigating the seemingly random murder of a pizza delivery man uncover a convoluted case of interlocking circumstances amid a cross-section of British society.,https://m.media-amazon.com/images/M/MV5BNzY2MDg2Njk3MV5BMl5BanBnXkFtZTgwMTE4MTY4NDM@._V1_SX300.jpg,57,,,1
119,Benched,USA,ElizaCoupe,JayHarrington,CarterMacIntyre,7.2,Comedy,,,After losing her boyfriend and her high-powered job as an attorney all on one day; Nina finds that the only job available to her is at the Public Defender's office. She quickly realizes ...,https://m.media-amazon.com/images/M/MV5BMjA4OTg5NjUwMl5BMl5BanBnXkFtZTgwMTU5ODQxMzE@._V1_SX300.jpg,23,,,1
120,Political Animals,USA,SigourneyWeaver,CarlaGugino,JamesWolk,7.8,Drama,,,A divorced; former First Lady; is currently serving as the Secretary of State. She deals with State Department issues; while trying to keep her family together.,https://m.media-amazon.com/images/M/MV5BMjIxMjY3MjgyNl5BMl5BanBnXkFtZTcwOTc1Mjc5Nw@@._V1_SX300.jpg,360,,,1
121,In Plain Sight,USA,MaryMcCormack,FrederickWeller,PaulBen-Victor,7.2,Crime,Drama,Mystery,U.S. Marshal Mary Shannon must hunt down witnesses for federal cases in the witness protection program while also managing a rather dysfunctional family and her own personal life.,https://m.media-amazon.com/images/M/MV5BNDQxNzM5NzU0OF5BMl5BanBnXkFtZTcwNDg0MjY0Mg@@._V1_SX300.jpg,60,,,5
122,Graceland,USA,DanielSunjata,AaronTveit,VanessaFerlito,7.7,Action,Crime,Drama,A rookie FBI agent is sent to a house for undercover agents in Southern California; where he is trained by a former legend FBI agent.,https://m.media-amazon.com/images/M/MV5BMTQzNjM5OTc5NV5BMl5BanBnXkFtZTgwMjExMTg5MTE@._V1_SX300.jpg,42,,,3
123,Covert Affairs,USA,PiperPerabo,ChristopherGorham,KariMatchett,7.3,Action,Crime,Drama,Fresh out of the farm; Annie Walker must adapt to the challenging life of a CIA operative under the guidance of her handler; Auggie. But soon she realizes her recruit might have to do with her last boyfriend rather than her talent.,https://m.media-amazon.com/images/M/MV5BMTM3Nzk5Njc3M15BMl5BanBnXkFtZTcwMTUxNzc4Nw@@._V1_SX300.jpg,60,,,5
124,Burn Notice,USA,JeffreyDonovan,GabrielleAnwar,BruceCampbell,7.9,Action,Crime,Drama,A spy recently disavowed by the U.S. government uses his special ops training to help others in trouble.,https://m.media-amazon.com/images/M/MV5BMTczMzg4NjU1Ml5BMl5BanBnXkFtZTcwODc4NzY5Nw@@._V1_SX300.jpg,44,,,7
125,White Collar,USA,MattBomer,TimDeKay,WillieGarson,8.2,Comedy,Crime,Drama,A white collar criminal agrees to help the FBI catch other white collar criminals using his expertise as an art and securities thief; counterfeiter; and conman.,https://m.media-amazon.com/images/M/MV5BNDI5MDgyMTYzNF5BMl5BanBnXkFtZTcwMjAwNzk1Mw@@._V1_SX300.jpg,40,,,6
126,Psych,USA,JamesRoday,DulÃ©Hill,TimothyOmundson,8.3,Comedy,Crime,Mystery,A novice sleuth is hired by the Police after he cons them into thinking he has psychic powers which help solve crimes. With the assistance of his reluctant best friend; the duo take on a series of complicated cases.,https://m.media-amazon.com/images/M/MV5BYzRkOWRmNGUtYzM0Zi00ZGRkLThhMjktNmI4NDYwZDVmODBkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,44,,,8
127,Monk,USA,TonyShalhoub,JasonGray-Stanford,TedLevine,7.9,Comedy,Crime,Drama,Adrian Monk is a brilliant San Francisco detective; whose obsessive compulsive disorder just happens to get in the way.,https://m.media-amazon.com/images/M/MV5BM2M4NjM0N2QtMDlmNi00NzNkLWEyYjItOTczMjk1ZjU2NDdiXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,44,,,8
128,Grey´s Anatomy,USA,EllenPompeo,PatrickDempsey,SandraOh,7.6,Drama,Romance,Comedy,"La serie sigue a Meredith Grey, la hija de una cirujana general de renombre llamada Ellis Grey, luego de ser aceptada en el programa de residencia en el ficticio Seattle Grace Hospital. Durante su tiempo como residente, Grey trabaja junto con las doctoras Cristina Yang, Izzie Stevens, Alex Karev y George O'Malley, quienes luchan por equilibrar sus vidas personales con el trabajo agitado y los horarios de entrenamiento.",https://mx.web.img3.acsta.net/pictures/21/09/14/20/10/1210231.jpg,44,,,18
129,Teen Wolf,USA,TylerPosey,CrystalReed,DylanO´Brien,7.7,Action,Drama,Fantasy,"Scott McCall was just another kid in high school. Until, one night his best friend Stiles brings him to the woods, to look for a dead body, and Scott is bitten by a werewolf. Being a werewolf came with its perks- stronger, faster, new star in the lacrosse team, popularity- but also made it hard to control his anger. Scott has also fallen for the new girl in town, Allison, whose dad is trying to hunt and kill Scott. Scott now has to try and balance his out of control life, figure out how to control his new powers, try not to be killed by the alpha that bit him, and protect Allison- and keep her from finding out his big secret.",https://pics.filmaffinity.com/Teen_Wolf_Serie_de_TV-614017053-large.jpg,43,,,6
130,Ginny & Georgia,USA,BrianneHowey,AntoniaGentry,,7.4,Comedy,Drama,,"Follows Ginny Miller, a ""15-year-old who is more mature than her 30-year-old mother"", Georgia, in a New England town where Georgia decides to settle down with her daughter Ginny and son Austin to give them a better life than she had.",https://m.media-amazon.com/images/M/MV5BMTQ2ZWFlNmEtNWYyYy00Yjk1LWIxMTEtMWVkM2NlMTEzOGI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg,58,,,1
131,Victorius,USA,VictoriaJustice,AvanJogia,ElizabthGillies,6.9,Comedy,Drama,Family,"follows Tori Vega, a teenage girl who is accepted into Hollywood Arts, a performing arts high school for talented teens.",https://larepublica.pe/resizer/9l_hbdWkhatiiCu92Xlr-o9PCEo=/1200x660/top/cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/H3IW6RNRQBHPXGFL7VJT4UVCPA.jpg,24,,,4
132,Sam & Cat,USA,JennetteMcCurdy,ArianaGrande,CameronOcasio,5.6,Comedy,Drama,Family,"Ever since Carly Shay moved to Italy with her father, Sam Puckett has been touring the West Coast on her motorcycle and stops in Venice, Los Angeles. She witnesses Cat Valentine being thrown into the back of a garbage truck and rescues her. They become friends and Cat convinces her to become roommates after Cat's cheerful and supportive grandmother Nona moves to a retirement home called Elderly Acres. To make money rather than getting traditional after-school jobs, Sam and Cat develop an after-school babysitting business called ""Sam and Cat's Super Rockin' Funtime Babysitting Service"", which leads them into a series of wacky adventures.",https://m.media-amazon.com/images/I/81wOdusiMmL._SL1500_.jpg,23,,,1
133,ICarly,USA,MirandaCosgrove,JennetteMcCurdy,NathanKress,6.7,Comedy,Family,Romance,"When Carly and her best friend Sam improvise comedy at a school talent show audition, tech-savvy Freddie records it and posts it online without informing them. After seeing the girls' strong chemistry and banter, the online audience clamors for more, and the iCarly webcast is introduced. The three teenagers find their normal adolescent lives thrown for a loop when they discover that they have become online sensations as their show – which features talent contests, recipes, problem-solving, and random dancing – garners international accolades.",https://images-na.ssl-images-amazon.com/images/S/pv-target-images/edf1785f5ed2906b3ef303b2c54a52f0311f293f06cca061c3fd3f03cffb3c4c._RI_V_TTW_.jpg,23,,,6
